y_true,y_score,subject
0.0,0.18538801,x06
0.0,0.1438067,x06
0.0,0.036215086,x06
0.0,0.0034185103,x06
0.0,0.009339981,x06
0.0,0.008585379,x06
0.0,0.3826432,x06
0.0,0.21958756,x06
0.0,0.12818208,x06
0.0,0.039226633,x06
0.0,0.0129829915,x06
0.0,0.0045865453,x06
0.0,0.14797486,x06
0.0,0.06736952,x06
0.0,0.05794135,x06
0.0,0.10449611,x06
0.0,0.03250085,x06
0.0,0.0016914327,x06
0.0,0.0004505758,x06
0.0,0.00039364223,x06
0.0,0.0025587913,x06
0.0,0.0020477497,x06
0.0,0.011125156,x06
0.0,0.06923541,x06
0.0,0.041250035,x06
0.0,0.03309576,x06
0.0,0.044725977,x06
0.0,0.0061549987,x06
0.0,0.004911023,x06
0.0,0.002606691,x06
0.0,0.0048420974,x06
0.0,0.007194609,x06
0.0,0.0043439,x06
0.0,0.0071836496,x06
0.0,0.0064893393,x06
0.0,0.0015775026,x06
0.0,0.003397442,x06
0.0,0.0031500447,x06
0.0,0.0076923193,x06
0.0,0.010508172,x06
0.0,0.013961611,x06
0.0,0.0119348895,x06
0.0,0.027620036,x06
0.0,0.017814724,x06
0.0,0.021135785,x06
0.0,0.013084817,x06
0.0,0.004016328,x06
0.0,0.0010514101,x06
0.0,0.00022826715,x06
0.0,0.00049230177,x06
0.0,0.0013209864,x06
0.0,0.00088125,x06
0.0,0.0011013919,x06
0.0,0.0006220141,x06
0.0,0.0009314198,x06
0.0,0.0019324853,x06
0.0,0.003126492,x06
0.0,0.0053226664,x06
0.0,0.002741913,x06
0.0,0.0018524705,x06
0.0,0.0020163243,x06
0.0,0.0076009156,x06
0.0,0.013521624,x06
0.0,0.0074871164,x06
0.0,0.0051712375,x06
0.0,0.005328838,x06
0.0,0.011397006,x06
0.0,0.002719517,x06
0.0,0.29344672,x06
0.0,0.2642247,x06
0.0,0.24390659,x06
0.0,0.24129227,x06
0.0,0.16137204,x06
0.0,0.00043575536,x06
0.0,0.0009798541,x06
0.0,0.003389403,x06
0.0,0.00554736,x06
0.0,0.26337352,x06
0.0,0.2895893,x06
0.0,0.41557318,x06
0.0,0.38565847,x06
0.0,0.23438926,x06
0.0,0.14101136,x06
0.0,0.18109483,x06
0.0,0.3333854,x06
0.0,0.31638116,x06
0.0,0.14384131,x06
0.0,0.02168252,x06
0.0,0.0035306602,x06
0.0,0.0075853635,x06
0.0,0.0024059573,x06
0.0,0.0026241953,x06
0.0,0.0010147134,x06
0.0,0.0011189342,x06
0.0,0.08706336,x06
0.0,0.8486917,x06
0.0,0.7719953,x06
0.0,0.71561974,x06
0.0,0.5470637,x06
0.0,0.235506,x06
0.0,0.005101447,x06
0.0,0.0021415937,x06
0.0,0.0020908257,x06
0.0,0.0025394196,x06
0.0,0.0013053195,x06
0.0,0.0030353249,x06
0.0,0.007455896,x06
0.0,0.0059838435,x06
0.0,0.01932615,x06
0.0,0.02295658,x06
0.0,0.04409988,x06
0.0,0.039468758,x06
0.0,0.020228129,x06
0.0,0.02885702,x06
0.0,0.023057288,x06
0.0,0.017245743,x06
0.0,0.04115975,x06
0.0,0.093796976,x06
0.0,0.31992117,x06
0.0,0.2876451,x06
0.0,0.5085127,x06
0.0,0.45311213,x06
0.0,0.3297138,x06
0.0,0.02889941,x06
0.0,0.0060174246,x06
0.0,0.014152382,x06
0.0,0.0101231085,x06
0.0,0.020047521,x06
0.0,0.03308558,x06
0.0,0.0041983905,x06
0.0,0.0044838064,x06
0.0,0.010461413,x06
0.0,0.03266964,x06
0.0,0.23833609,x06
0.0,0.36266285,x06
0.0,0.584268,x06
0.0,0.4775889,x06
0.0,0.3547863,x06
0.0,0.14457887,x06
0.0,0.009145938,x06
0.0,0.0016399418,x06
0.0,0.0026178302,x06
0.0,0.006321238,x06
0.0,0.0047074053,x06
0.0,0.0065202815,x06
0.0,0.052760243,x06
0.0,0.039223354,x06
0.0,0.05305911,x06
0.0,0.0134924995,x06
0.0,0.00691907,x06
0.0,0.16677204,x06
0.0,0.33314946,x06
0.0,0.36602786,x06
0.0,0.63929355,x06
0.0,0.59077054,x06
0.0,0.2625016,x06
0.0,0.094125755,x06
0.0,0.1251054,x06
0.0,0.002062923,x06
0.0,0.001410916,x06
0.0,0.005742199,x06
0.0,0.0044460273,x06
0.0,0.0021582441,x06
0.0,0.0052308035,x06
0.0,0.01701855,x06
0.0,0.008575158,x06
0.0,0.02247879,x06
0.0,0.013996602,x06
0.0,0.054439705,x06
0.0,0.04723039,x06
0.0,0.055349536,x06
0.0,0.04841097,x06
0.0,0.0615702,x06
0.0,0.033441905,x06
0.0,0.04215379,x06
0.0,0.027496358,x06
0.0,0.009919438,x06
0.0,0.002046087,x06
0.0,0.001879953,x06
0.0,0.56137127,x06
0.0,0.38570994,x06
0.0,0.17143959,x06
0.0,0.1787057,x06
0.0,0.19761935,x06
0.0,0.0127051715,x06
0.0,0.063753664,x06
0.0,0.12872772,x06
0.0,0.21001919,x06
0.0,0.16693333,x06
0.0,0.12691896,x06
0.0,0.02465393,x06
0.0,0.03193809,x06
0.0,0.062409375,x06
0.0,0.49764013,x06
0.0,0.47984323,x06
0.0,0.4647287,x06
0.0,0.16184998,x06
0.0,0.45231995,x06
0.0,0.16168159,x06
0.0,0.056742854,x06
0.0,0.016993934,x06
0.0,0.11675585,x06
0.0,0.10190745,x06
0.0,0.10814642,x06
0.0,0.1384998,x06
0.0,0.105946824,x06
0.0,0.0005925284,x06
0.0,0.0026007683,x06
0.0,0.0018528998,x06
0.0,0.0009655379,x06
0.0,0.021578474,x06
0.0,0.031659007,x06
0.0,0.11980402,x06
0.0,0.09183746,x06
0.0,0.07781767,x06
0.0,0.04960725,x06
0.0,0.09262632,x06
0.0,0.07274913,x06
0.0,0.02035676,x06
0.0,0.0030639602,x06
0.0,0.0014923491,x06
0.0,0.00085246144,x06
0.0,0.0030824393,x06
0.0,0.0026736096,x06
0.0,0.0026665004,x06
0.0,0.010221976,x06
0.0,0.090626225,x06
0.0,0.06555472,x06
0.0,0.0954731,x06
0.0,0.14030744,x06
0.0,0.002744919,x06
0.0,0.0032031336,x06
0.0,0.013724094,x06
0.0,0.0039951727,x06
0.0,0.006295717,x06
0.0,0.010431463,x06
0.0,0.015421606,x06
0.0,0.15076384,x06
0.0,0.14415194,x06
0.0,0.32535425,x06
0.0,0.13992362,x06
0.0,0.22543643,x06
0.0,0.0006977514,x06
0.0,0.0009826182,x06
0.0,0.0012054525,x06
0.0,0.0077523887,x06
0.0,0.3755261,x06
0.0,0.3757202,x06
0.0,0.47537822,x06
0.0,0.5455875,x06
0.0,0.30149856,x06
0.0,0.044443645,x06
0.0,0.007957759,x06
0.0,0.0057083312,x06
0.0,0.005420166,x06
0.0,0.007021028,x06
0.0,0.005447107,x06
0.0,0.015023368,x06
0.0,0.0040429556,x06
0.0,0.0027121052,x06
0.0,0.0025366598,x06
0.0,0.0011562168,x06
0.0,0.0012908329,x06
0.0,0.09078163,x06
0.0,0.2177108,x07
0.0,0.20460223,x07
0.0,0.12129222,x07
0.0,0.15441337,x07
0.0,0.20736903,x07
0.0,0.3301794,x07
0.0,0.51010406,x07
0.0,0.5111323,x07
0.0,0.47839007,x07
0.0,0.43606144,x07
0.0,0.484353,x07
0.0,0.37596235,x07
0.0,0.3171244,x07
0.0,0.23696141,x07
0.0,0.54439837,x07
0.0,0.50552356,x07
0.0,0.43903816,x07
0.0,0.41090852,x07
0.0,0.1212218,x07
0.0,0.0035071645,x07
0.0,0.0020161816,x07
0.0,0.0013600949,x07
0.0,0.0013697062,x07
0.0,0.0031282967,x07
0.0,0.002030041,x07
0.0,0.005673019,x07
0.0,0.009432101,x07
0.0,0.020384422,x07
0.0,0.012078026,x07
0.0,0.26370734,x07
0.0,0.12958139,x07
0.0,0.108865045,x07
0.0,0.52968484,x07
0.0,0.5947745,x07
0.0,0.56898344,x07
0.0,0.53678876,x07
0.0,0.6252346,x07
0.0,0.5692706,x07
0.0,0.6978719,x07
0.0,0.78616947,x07
1.0,0.7767599,x07
1.0,0.886094,x07
1.0,0.4482663,x07
1.0,0.44108084,x07
1.0,0.34997532,x07
0.0,0.25104085,x07
0.0,0.24335891,x07
1.0,0.7186103,x07
1.0,0.8533126,x07
1.0,0.8801441,x07
1.0,0.8269886,x07
1.0,0.9028063,x07
1.0,0.9460588,x07
1.0,0.95343447,x07
1.0,0.9623957,x07
1.0,0.9671678,x07
1.0,0.96928966,x07
1.0,0.9626691,x07
1.0,0.9045701,x07
1.0,0.90903246,x07
1.0,0.9065177,x07
1.0,0.8515854,x07
1.0,0.8078313,x07
1.0,0.5673791,x07
1.0,0.68683565,x07
1.0,0.8155279,x07
1.0,0.9480717,x07
1.0,0.9613335,x07
1.0,0.98825294,x07
1.0,0.97509503,x07
1.0,0.95021605,x07
1.0,0.9354439,x07
1.0,0.9692227,x07
1.0,0.96516156,x07
1.0,0.9532444,x07
1.0,0.95697135,x07
1.0,0.970675,x07
1.0,0.98072535,x07
1.0,0.97409827,x07
1.0,0.97565347,x07
1.0,0.9682986,x07
1.0,0.95875955,x07
1.0,0.9272632,x07
1.0,0.97678,x07
1.0,0.8707447,x07
1.0,0.984697,x07
1.0,0.96823657,x07
0.0,0.8538389,x07
0.0,0.64445394,x07
0.0,0.38294494,x07
0.0,0.4277421,x07
0.0,0.0958587,x07
0.0,0.32390776,x07
0.0,0.41148287,x07
0.0,0.430784,x07
0.0,0.29392514,x07
0.0,0.18315299,x07
0.0,0.30517083,x07
1.0,0.4202059,x07
1.0,0.49824533,x07
1.0,0.7359449,x07
1.0,0.8611153,x07
1.0,0.86790067,x07
1.0,0.89713067,x07
1.0,0.9276329,x07
1.0,0.9102014,x07
1.0,0.9074692,x07
1.0,0.79175484,x07
1.0,0.8013989,x07
1.0,0.8617154,x07
1.0,0.8915873,x07
1.0,0.7823663,x07
1.0,0.8673053,x07
1.0,0.49804696,x07
0.0,0.3893929,x07
0.0,0.29409155,x07
0.0,0.08832311,x07
0.0,0.32010219,x07
0.0,0.21281266,x07
0.0,0.074662924,x07
0.0,0.15857011,x07
0.0,0.06853066,x07
0.0,0.0018363643,x07
0.0,0.0036512061,x07
0.0,0.1267272,x07
0.0,0.15867001,x07
0.0,0.28862983,x07
0.0,0.53912705,x07
0.0,0.3698197,x07
0.0,0.13942844,x07
0.0,0.07801699,x07
0.0,0.017582573,x07
0.0,0.0110136075,x07
0.0,0.0027415087,x07
0.0,0.0028304777,x07
0.0,0.069791615,x07
0.0,0.093157426,x07
0.0,0.18163784,x07
0.0,0.26023504,x07
0.0,0.40444943,x07
0.0,0.08631901,x07
0.0,0.12914266,x07
0.0,0.23664553,x07
0.0,0.26212546,x07
0.0,0.22602953,x07
0.0,0.041826803,x07
0.0,0.0014457769,x07
0.0,0.001388887,x07
0.0,0.001626979,x07
0.0,0.010105707,x07
0.0,0.17820582,x07
0.0,0.16585645,x07
0.0,0.27205345,x07
0.0,0.24851073,x07
0.0,0.45180306,x07
0.0,0.32457,x07
0.0,0.26678032,x07
0.0,0.4884955,x07
0.0,0.44131246,x07
0.0,0.5422145,x07
0.0,0.41187796,x07
0.0,0.21280733,x07
0.0,0.20505553,x07
0.0,0.15020235,x07
0.0,0.26998577,x07
0.0,0.20219243,x07
0.0,0.14841503,x07
0.0,0.30378193,x07
0.0,0.5017371,x07
0.0,0.5402888,x07
0.0,0.72212416,x07
0.0,0.83369434,x07
0.0,0.8055294,x07
0.0,0.5749002,x07
0.0,0.46843633,x07
0.0,0.52867556,x07
0.0,0.37207565,x07
0.0,0.51747674,x07
0.0,0.5365947,x07
0.0,0.5101225,x07
0.0,0.33588865,x07
1.0,0.48970047,x07
1.0,0.74505424,x07
1.0,0.90567636,x07
1.0,0.9425486,x07
1.0,0.9521795,x07
1.0,0.9489193,x07
1.0,0.9423775,x07
1.0,0.77969295,x07
1.0,0.75369614,x07
1.0,0.7510591,x07
1.0,0.908926,x07
1.0,0.825029,x07
1.0,0.9701904,x07
1.0,0.9806275,x07
1.0,0.9707145,x07
1.0,0.9679861,x07
1.0,0.97876054,x07
1.0,0.9761395,x07
1.0,0.9519765,x07
1.0,0.66245073,x07
1.0,0.6549879,x07
1.0,0.4736966,x07
0.0,0.553149,x07
0.0,0.6344648,x07
0.0,0.48902255,x07
0.0,0.31937227,x07
0.0,0.12971735,x07
0.0,0.122261554,x07
0.0,0.30927184,x07
0.0,0.18901172,x07
0.0,0.17715693,x07
0.0,0.17516717,x07
0.0,0.3252495,x07
0.0,0.3184967,x07
0.0,0.3825386,x07
0.0,0.3228471,x07
0.0,0.30883175,x07
0.0,0.13224836,x07
0.0,0.19604188,x07
0.0,0.16242167,x07
0.0,0.18657504,x07
0.0,0.22511104,x07
0.0,0.22332838,x07
0.0,0.1872998,x07
0.0,0.36476326,x07
0.0,0.5643636,x07
0.0,0.2549369,x07
0.0,0.36405012,x07
0.0,0.4751341,x07
0.0,0.27238238,x07
1.0,0.15065415,x07
1.0,0.0838909,x07
1.0,0.12308086,x07
1.0,0.110708006,x07
1.0,0.25060847,x07
1.0,0.31701547,x07
1.0,0.31825766,x07
1.0,0.59052986,x07
0.0,0.43406624,x07
0.0,0.2565757,x07
0.0,0.22718877,x07
1.0,0.15993598,x07
1.0,0.3096116,x07
1.0,0.51098573,x07
0.0,0.51675946,x07
0.0,0.21347566,x07
0.0,0.120213516,x07
0.0,0.35610303,x07
0.0,0.4600367,x07
0.0,0.11837909,x07
0.0,0.34962574,x07
0.0,0.62809986,x07
0.0,0.6279782,x07
0.0,0.70618343,x07
0.0,0.6502832,x07
1.0,0.61944485,x07
1.0,0.35060194,x07
1.0,0.6195973,x07
1.0,0.47258195,x07
1.0,0.39528656,x07
0.0,0.3799278,x07
0.0,0.5393001,x07
0.0,0.4257819,x07
0.0,0.22546728,x07
0.0,0.08916462,x07
0.0,0.16230549,x07
0.0,0.14646961,x07
0.0,0.24240273,x07
0.0,0.46513698,x07
0.0,0.5904585,x07
1.0,0.8159939,x07
1.0,0.86899483,x07
1.0,0.9005394,x07
1.0,0.8949882,x07
1.0,0.78811294,x07
1.0,0.63048804,x07
0.0,0.31579828,x07
0.0,0.45614663,x07
1.0,0.14301753,x07
1.0,0.7314375,x07
1.0,0.7169091,x07
1.0,0.17715517,x07
0.0,0.029541517,x07
0.0,0.011986067,x07
0.0,0.0077565815,x07
0.0,0.012530316,x07
0.0,0.0071364483,x07
0.0,0.0055324803,x07
0.0,0.008571341,x07
0.0,0.0148931295,x07
0.0,0.0103933355,x07
0.0,0.013565001,x07
0.0,0.014703038,x07
0.0,0.012388579,x07
0.0,0.018930528,x07
0.0,0.008618175,x07
0.0,0.017217183,x07
0.0,0.006910177,x07
0.0,0.006683528,x07
0.0,0.015114622,x07
0.0,0.0066124853,x07
0.0,0.015560218,x07
0.0,0.0123162875,x07
0.0,0.006432298,x07
0.0,0.03424483,x07
0.0,0.08049053,x07
0.0,0.07237328,x07
0.0,0.0687093,x07
0.0,0.25081456,x07
1.0,0.6857826,x07
1.0,0.72716236,x07
1.0,0.9357866,x07
1.0,0.9237953,x07
1.0,0.885821,x07
1.0,0.8885871,x07
1.0,0.5591741,x07
1.0,0.514752,x07
1.0,0.34686515,x07
1.0,0.35965413,x07
1.0,0.61101246,x07
1.0,0.84406096,x07
1.0,0.58863944,x07
1.0,0.52694637,x07
0.0,0.29162633,x07
0.0,0.22657241,x07
1.0,0.80493903,x07
1.0,0.77284956,x07
1.0,0.89622915,x07
1.0,0.90471023,x07
1.0,0.93015796,x07
1.0,0.94266766,x07
1.0,0.9568529,x07
1.0,0.9706487,x07
1.0,0.9726232,x07
1.0,0.97108364,x07
1.0,0.97568196,x07
1.0,0.9105017,x07
1.0,0.85459685,x07
1.0,0.87952936,x07
1.0,0.77015465,x07
1.0,0.7767639,x07
1.0,0.569898,x07
1.0,0.7497299,x07
1.0,0.7106062,x07
1.0,0.91464716,x07
1.0,0.93647504,x07
1.0,0.8860947,x07
1.0,0.92923236,x07
1.0,0.9685516,x07
1.0,0.93986225,x07
1.0,0.91867703,x07
1.0,0.89316005,x07
1.0,0.6250992,x07
0.0,0.33151197,x07
0.0,0.5577301,x07
1.0,0.7304978,x07
1.0,0.86231214,x07
1.0,0.86275667,x07
1.0,0.9014408,x07
1.0,0.9347243,x07
1.0,0.9648233,x07
1.0,0.98220783,x07
1.0,0.7859668,x07
1.0,0.7380207,x07
1.0,0.69124305,x07
1.0,0.74095887,x07
1.0,0.79773396,x07
1.0,0.9470028,x07
1.0,0.9496888,x07
1.0,0.9753052,x07
1.0,0.96667784,x07
1.0,0.8206382,x07
1.0,0.8914443,x07
1.0,0.89510554,x07
1.0,0.7724136,x07
1.0,0.9433236,x07
1.0,0.9022168,x07
1.0,0.79082096,x07
1.0,0.8713244,x07
1.0,0.59529823,x07
0.0,0.44817305,x07
0.0,0.23812054,x07
0.0,0.6261012,x07
0.0,0.5741421,x07
0.0,0.48928905,x07
0.0,0.66708994,x07
0.0,0.8417644,x07
0.0,0.9148393,x07
0.0,0.68879724,x07
0.0,0.7902629,x07
0.0,0.7494771,x07
0.0,0.5338619,x07
0.0,0.39709342,x07
0.0,0.2819724,x07
0.0,0.25374243,x07
0.0,0.5487684,x07
0.0,0.39537176,x07
0.0,0.28440526,x07
0.0,0.39443576,x07
0.0,0.49815553,x07
0.0,0.439647,x07
0.0,0.57324386,x07
0.0,0.82781804,x07
0.0,0.6566323,x07
0.0,0.63304067,x07
0.0,0.46585223,x07
0.0,0.4001651,x07
0.0,0.5915753,x07
0.0,0.7438841,x07
0.0,0.42469928,x07
0.0,0.39372584,x07
0.0,0.11862663,x07
0.0,0.24657956,x07
0.0,0.24185686,x07
0.0,0.34996647,x07
0.0,0.7417356,x07
0.0,0.5616585,x07
0.0,0.7923478,x07
0.0,0.949193,x07
0.0,0.38097155,x07
0.0,0.6486699,x07
1.0,0.6703893,x07
1.0,0.7400234,x07
1.0,0.8150379,x07
1.0,0.91020477,x07
1.0,0.9599841,x07
1.0,0.9622572,x07
1.0,0.94308794,x07
1.0,0.9112758,x07
1.0,0.9546592,x07
1.0,0.9701377,x07
1.0,0.99025655,x07
1.0,0.9804191,x07
1.0,0.9855753,x07
1.0,0.9757671,x07
1.0,0.9919642,x07
1.0,0.988429,x07
1.0,0.98191583,x07
1.0,0.95920855,x07
1.0,0.96903384,x07
1.0,0.9533705,x07
1.0,0.97182894,x07
1.0,0.95743895,x07
1.0,0.9471823,x07
1.0,0.9595835,x07
1.0,0.94291943,x07
1.0,0.9852598,x07
1.0,0.9903651,x07
1.0,0.98840594,x07
1.0,0.9711482,x07
1.0,0.97942746,x07
1.0,0.9815807,x07
1.0,0.9892351,x07
1.0,0.9828825,x07
1.0,0.975609,x07
1.0,0.9869789,x07
1.0,0.9818796,x07
1.0,0.70553493,x07
1.0,0.71516395,x07
1.0,0.5223238,x07
1.0,0.54402983,x07
1.0,0.51553893,x07
1.0,0.97160655,x07
1.0,0.98863435,x07
1.0,0.97027934,x07
1.0,0.98052245,x07
1.0,0.81349474,x07
1.0,0.9056397,x07
1.0,0.91983056,x07
0.0,0.84315634,x07
0.0,0.7138455,x07
0.0,0.7649825,x07
0.0,0.6269731,x07
0.0,0.483246,x07
1.0,0.4024971,x07
1.0,0.3184004,x07
1.0,0.6206284,x07
1.0,0.676654,x07
1.0,0.59032434,x07
1.0,0.56035143,x07
1.0,0.40843755,x07
1.0,0.46903723,x07
0.0,0.36614603,x07
0.0,0.32145238,x07
0.0,0.8473461,x07
1.0,0.62153304,x07
1.0,0.6513081,x07
1.0,0.34910664,x07
0.0,0.43906555,x07
0.0,0.15826626,x07
0.0,0.19988687,x07
0.0,0.089484416,x07
0.0,0.106140494,x07
0.0,0.08204645,x07
0.0,0.14318933,x07
0.0,0.3307343,x07
1.0,0.78455126,x07
1.0,0.7316128,x07
0.0,0.6193515,x07
0.0,0.41386867,x07
0.0,0.30474326,x07
0.0,0.35120365,x07
0.0,0.19895819,x07
0.0,0.019490719,x04
0.0,0.03302457,x04
0.0,0.035337463,x04
0.0,0.031503323,x04
0.0,0.04181622,x04
0.0,0.10218483,x04
0.0,0.16315787,x04
0.0,0.14796624,x04
0.0,0.06793159,x04
0.0,0.03644506,x04
0.0,0.13545182,x04
0.0,0.2211147,x04
0.0,0.3285288,x04
0.0,0.15200631,x04
0.0,0.16967614,x04
0.0,0.10239057,x04
0.0,0.03548385,x04
0.0,0.0018664997,x04
0.0,0.0012232162,x04
0.0,0.0008492209,x04
0.0,0.030293519,x04
0.0,0.06764038,x04
0.0,0.09623769,x04
0.0,0.20642138,x04
0.0,0.1374727,x04
0.0,0.32410443,x04
0.0,0.13273706,x04
0.0,0.1266848,x04
0.0,0.1389414,x04
0.0,0.123227224,x04
0.0,0.1397908,x04
0.0,0.1100693,x04
0.0,0.20055173,x04
0.0,0.13693568,x04
0.0,0.1172288,x04
0.0,0.07379848,x04
0.0,0.028000142,x04
0.0,0.0072404305,x04
0.0,0.0049324515,x04
0.0,0.009839597,x04
0.0,0.011791503,x04
0.0,0.0069651906,x04
0.0,0.015466364,x04
0.0,0.020187557,x04
0.0,0.0065230094,x04
0.0,0.0036646032,x04
0.0,0.011322125,x04
0.0,0.028893685,x04
0.0,0.02587389,x04
0.0,0.015670288,x04
0.0,0.043549664,x04
0.0,0.0643816,x04
0.0,0.0463807,x04
0.0,0.050988488,x04
0.0,0.038261056,x04
0.0,0.011616069,x04
0.0,0.0065358886,x04
0.0,0.013229052,x04
0.0,0.0029353313,x04
0.0,0.0030058287,x04
0.0,0.0029914703,x04
0.0,0.0011475487,x04
0.0,0.0024884038,x04
0.0,0.0032572795,x04
0.0,0.005959413,x04
0.0,0.15461582,x04
0.0,0.10845628,x04
0.0,0.06273946,x04
0.0,0.041907918,x04
0.0,0.033858422,x04
0.0,0.012896365,x04
0.0,0.0077774045,x04
0.0,0.0024100614,x04
0.0,0.22237636,x04
0.0,0.17265335,x04
0.0,0.17394179,x04
0.0,0.5212829,x04
0.0,0.29955015,x04
0.0,0.22628076,x04
0.0,0.103100315,x04
0.0,0.041363556,x04
0.0,0.0019986967,x04
0.0,0.0009777873,x04
0.0,0.00032915393,x04
0.0,0.00033348822,x04
0.0,0.0003355553,x04
0.0,0.0024306402,x04
0.0,0.0029401344,x04
0.0,0.0085693225,x04
0.0,0.003274697,x04
0.0,0.00063015334,x04
0.0,0.0002333667,x04
0.0,0.00034669737,x04
0.0,0.0014953008,x04
0.0,0.00067924126,x04
0.0,0.006489505,x04
0.0,0.0023039717,x04
0.0,0.002617473,x04
0.0,0.019465037,x04
0.0,0.10435539,x04
0.0,0.10981871,x04
0.0,0.12114011,x04
0.0,0.07983959,x04
0.0,0.028160106,x04
0.0,7.803568e-05,x04
0.0,0.00035617297,x04
0.0,0.00044934993,x04
0.0,0.008080736,x04
0.0,0.13561988,x04
0.0,0.06599209,x04
0.0,0.058641925,x04
0.0,0.032408122,x04
0.0,0.024715705,x04
0.0,0.00094054773,x04
0.0,0.0006910879,x04
0.0,0.0035182592,x04
0.0,0.0024146421,x04
0.0,0.000770581,x04
0.0,0.00037869945,x04
